xp,yp,label,umag,ux
10.0922,-0.388889,0,0.0,0.0
10.0986,-0.39027,0,0.0,0.0
10.104,-0.389568,0,0.0,0.0
10.1048,-0.389414,0,0.0,0.0
10.1096,-0.388682,0,0.0,0.0
10.1086,-0.388889,0,0.0,0.0
10.1136,-0.387909,0,0.0,0.0
10.1147,-0.387725,0,0.0,0.0
10.1206,-0.386605,0,0.0,0.0
10.1316,-0.386412,0,0.0,0.0
10.1426,-0.38693,0,0.0,0.0
10.1536,-0.386508,0,0.0,0.0
10.1646,-0.384997,0,0.0,0.0
10.1756,-0.385355,0,0.0,0.0
10.1866,-0.385596,0,0.0,0.0
10.1976,-0.384925,0,0.0,0.0
10.2086,-0.384878,0,0.0,0.0
10.2196,-0.384853,0,0.0,0.0
10.2306,-0.384784,0,0.0,0.0
10.2416,-0.384596,0,0.0,0.0
10.2526,-0.384387,0,0.0,0.0
10.2636,-0.384194,0,0.0,0.0
10.2746,-0.383988,0,0.0,0.0
10.2856,-0.383758,0,0.0,0.0
10.2966,-0.383512,0,0.0,0.0
10.3076,-0.383241,0,0.0,0.0
10.3186,-0.38294,0,0.0,0.0
10.3296,-0.382611,0,0.0,0.0
10.3406,-0.382248,0,0.0,0.0
10.3516,-0.381845,0,0.0,0.0
10.3606,-0.381481,0,0.0,0.0
10.3626,-0.381395,0,0.0,0.0
10.3736,-0.380962,0,0.0,0.0
10.3846,-0.38057,0,0.0,0.0
10.3956,-0.380239,0,0.0,0.0
10.4066,-0.379949,0,0.0,0.0
10.4176,-0.379673,0,0.0,0.0
10.4286,-0.379409,0,0.0,0.0
10.4396,-0.379162,0,0.0,0.0
10.4506,-0.378932,0,0.0,0.0
10.4616,-0.378715,0,0.0,0.0
10.4726,-0.378508,0,0.0,0.0
10.4836,-0.378311,0,0.0,0.0
10.4946,-0.378127,0,0.0,0.0
10.5057,-0.37796,0,0.0,0.0
10.5167,-0.377807,0,0.0,0.0
10.5277,-0.377663,0,0.0,0.0
10.5387,-0.377525,0,0.0,0.0
10.5497,-0.377286,0,0.0,0.0
10.5607,-0.376957,0,0.0,0.0
10.5717,-0.376567,0,0.0,0.0
10.5827,-0.376092,0,0.0,0.0
10.5937,-0.375514,0,0.0,0.0
10.6047,-0.374793,0,0.0,0.0
10.6134,-0.374074,0,0.0,0.0
10.6157,-0.37387,0,0.0,0.0
10.6267,-0.373009,0,0.0,0.0
10.6377,-0.372331,0,0.0,0.0
10.6487,-0.3718,0,0.0,0.0
10.6597,-0.37137,0,0.0,0.0
10.6707,-0.371001,0,0.0,0.0
10.6817,-0.370679,0,0.0,0.0
10.6927,-0.370401,0,0.0,0.0
10.7037,-0.370299,0,0.0,0.0
10.7147,-0.370234,0,0.0,0.0
10.7257,-0.371126,0,0.0,0.0
10.7367,-0.370934,0,0.0,0.0
10.7477,-0.371689,0,0.0,0.0
10.7587,-0.370492,0,0.0,0.0
10.7697,-0.369889,0,0.0,0.0
10.7807,-0.371012,0,0.0,0.0
10.7917,-0.37082,0,0.0,0.0
10.8027,-0.370117,0,0.0,0.0
10.8137,-0.37046,0,0.0,0.0
